date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-12-22,SKU082,0,253,9,182
2024-12-29,SKU082,219,0,9,182
2025-01-05,SKU082,339,0,9,182
2025-01-12,SKU082,235,0,9,182
2025-01-19,SKU082,353,0,9,182
2025-01-26,SKU082,259,0,9,182
2025-02-02,SKU082,160,374,9,182
2025-02-09,SKU082,403,0,9,182
2025-02-16,SKU082,314,0,9,182
2025-02-23,SKU082,231,0,9,182
2025-03-02,SKU082,131,211,9,182
2025-03-09,SKU082,395,0,9,182
2025-03-16,SKU082,272,0,9,182
2025-03-23,SKU082,494,0,9,182
2025-03-30,SKU082,390,0,9,182
2025-04-06,SKU082,306,0,9,182
2025-04-13,SKU082,392,0,9,182
2025-04-20,SKU082,315,0,9,182
2025-04-27,SKU082,229,0,9,182
2025-05-04,SKU082,461,0,9,182
2025-05-11,SKU082,348,0,9,182
2025-05-18,SKU082,250,0,9,182
2025-05-25,SKU082,357,0,9,182
2025-06-01,SKU082,262,0,9,182
2025-06-08,SKU082,339,0,9,182
2025-06-15,SKU082,198,0,9,182
2025-06-22,SKU082,359,0,9,182
2025-06-29,SKU082,265,0,9,182
2025-07-06,SKU082,179,355,9,182
2025-07-13,SKU082,517,0,9,182
2025-07-20,SKU082,416,0,9,182
2025-07-27,SKU082,334,0,9,182
2025-08-03,SKU082,252,0,9,182
2025-08-10,SKU082,342,0,9,182
2025-08-17,SKU082,537,0,9,182
2025-08-24,SKU082,434,0,9,182
2025-08-31,SKU082,338,0,9,182
2025-09-07,SKU082,252,0,9,182
2025-09-14,SKU082,425,0,9,182
2025-09-21,SKU082,326,0,9,182
2025-09-28,SKU082,219,0,9,182
2025-10-05,SKU082,110,420,9,182
2025-10-12,SKU082,207,0,9,182
2025-10-19,SKU082,92,324,9,182
2025-10-26,SKU082,376,0,9,182
2025-11-02,SKU082,227,0,9,182
2025-11-09,SKU082,497,0,9,182
2025-11-16,SKU082,368,0,9,182
2025-11-23,SKU082,196,0,9,182
2025-11-30,SKU082,41,371,9,182
2025-12-07,SKU082,267,0,9,182
2025-12-14,SKU082,556,0,9,182
2025-12-21,SKU082,429,0,9,182
2025-12-28,SKU082,289,0,9,182
2024-01-07,SKU083,62,0,2,8
2024-01-14,SKU083,40,0,2,8
2024-01-21,SKU083,12,0,2,8
2024-01-28,SKU083,0,61,2,8
2024-02-04,SKU083,92,0,2,8
2024-02-11,SKU083,66,0,2,8
2024-02-18,SKU083,43,0,2,8
2024-02-25,SKU083,18,0,2,8
2024-03-03,SKU083,68,0,2,8
2024-03-10,SKU083,43,0,2,8
2024-03-17,SKU083,17,0,2,8
2024-03-24,SKU083,42,0,2,8
2024-03-31,SKU083,19,0,2,8
2024-04-07,SKU083,2,48,2,8
2024-04-14,SKU083,0,46,2,8
2024-04-21,SKU083,0,92,2,8
2024-04-28,SKU083,0,61,2,8
2024-05-05,SKU083,55,0,2,8
2024-05-12,SKU083,36,0,2,8
2024-05-19,SKU083,18,0,2,8
2024-05-26,SKU083,53,0,2,8
2024-06-02,SKU083,35,0,2,8
2024-06-09,SKU083,16,0,2,8
2024-06-16,SKU083,0,81,2,8
2024-06-23,SKU083,0,73,2,8
2024-06-30,SKU083,63,0,2,8
2024-07-07,SKU083,45,0,2,8
2024-07-14,SKU083,21,0,2,8
2024-07-21,SKU083,58,0,2,8
2024-07-28,SKU083,39,0,2,8
2024-08-04,SKU083,17,0,2,8
2024-08-11,SKU083,66,0,2,8
2024-08-18,SKU083,34,0,2,8
2024-08-25,SKU083,13,0,2,8
2024-09-01,SKU083,77,0,2,8
2024-09-08,SKU083,54,0,2,8
2024-09-15,SKU083,33,0,2,8
2024-09-22,SKU083,14,0,2,8
2024-09-29,SKU083,69,0,2,8
2024-10-06,SKU083,44,0,2,8
2024-10-13,SKU083,16,0,2,8
2024-10-20,SKU083,0,57,2,8
2024-10-27,SKU083,0,73,2,8
2024-11-03,SKU083,39,0,2,8
2024-11-10,SKU083,3,49,2,8
2024-11-17,SKU083,0,92,2,8
2024-11-24,SKU083,92,0,2,8
2024-12-01,SKU083,38,0,2,8
2024-12-08,SKU083,66,0,2,8
2024-12-15,SKU083,38,0,2,8
2024-12-22,SKU083,14,0,2,8
2024-12-29,SKU083,0,61,2,8
2025-01-05,SKU083,93,0,2,8
2025-01-12,SKU083,75,0,2,8
2025-01-19,SKU083,49,0,2,8
2025-01-26,SKU083,31,0,2,8
2025-02-02,SKU083,81,0,2,8
2025-02-09,SKU083,57,0,2,8
2025-02-16,SKU083,40,0,2,8
2025-02-23,SKU083,20,0,2,8
2025-03-02,SKU083,56,0,2,8
2025-03-09,SKU083,32,0,2,8
2025-03-16,SKU083,10,0,2,8
2025-03-23,SKU083,93,0,2,8
2025-03-30,SKU083,63,0,2,8
2025-04-06,SKU083,30,0,2,8
2025-04-13,SKU083,6,86,2,8
2025-04-20,SKU083,0,55,2,8
2025-04-27,SKU083,49,0,2,8
2025-05-04,SKU083,19,0,2,8
2025-05-11,SKU083,90,0,2,8
2025-05-18,SKU083,66,0,2,8
2025-05-25,SKU083,40,0,2,8
2025-06-01,SKU083,14,0,2,8
2025-06-08,SKU083,0,67,2,8
2025-06-15,SKU083,76,0,2,8
2025-06-22,SKU083,45,0,2,8
2025-06-29,SKU083,29,0,2,8
2025-07-06,SKU083,11,0,2,8
2025-07-13,SKU083,0,41,2,8
2025-07-20,SKU083,0,66,2,8
2025-07-27,SKU083,0,42,2,8
2025-08-03,SKU083,50,0,2,8
2025-08-10,SKU083,27,0,2,8
2025-08-17,SKU083,91,0,2,8
2025-08-24,SKU083,66,0,2,8
2025-08-31,SKU083,44,0,2,8
2025-09-07,SKU083,17,0,2,8
2025-09-14,SKU083,82,0,2,8
2025-09-21,SKU083,59,0,2,8
2025-09-28,SKU083,36,0,2,8
2025-10-05,SKU083,84,0,2,8
2025-10-12,SKU083,60,0,2,8
2025-10-19,SKU083,36,0,2,8
2025-10-26,SKU083,89,0,2,8
2025-11-02,SKU083,51,0,2,8
2025-11-09,SKU083,19,0,2,8
2025-11-16,SKU083,90,0,2,8
2025-11-23,SKU083,56,0,2,8
2025-11-30,SKU083,20,0,2,8
2025-12-07,SKU083,51,0,2,8
2025-12-14,SKU083,24,0,2,8
2025-12-21,SKU083,0,50,2,8
2025-12-28,SKU083,73,0,2,8
2024-01-07,SKU084,302,0,5,90
2024-01-14,SKU084,217,0,5,90
2024-01-21,SKU084,132,0,5,90
2024-01-28,SKU084,40,211,5,90
2024-02-04,SKU084,222,0,5,90
2024-02-11,SKU084,120,0,5,90
2024-02-18,SKU084,22,276,5,90
2024-02-25,SKU084,0,172,5,90
2024-03-03,SKU084,350,0,5,90
2024-03-10,SKU084,256,0,5,90
2024-03-17,SKU084,151,0,5,90
2024-03-24,SKU084,261,0,5,90
2024-03-31,SKU084,156,0,5,90
2024-04-07,SKU084,61,168,5,90
2024-04-14,SKU084,142,0,5,90
2024-04-21,SKU084,352,0,5,90
2024-04-28,SKU084,246,0,5,90
2024-05-05,SKU084,138,0,5,90
2024-05-12,SKU084,206,0,5,90
2024-05-19,SKU084,110,0,5,90
2024-05-26,SKU084,30,219,5,90
2024-06-02,SKU084,0,215,5,90
2024-06-09,SKU084,322,0,5,90
2024-06-16,SKU084,243,0,5,90
2024-06-23,SKU084,152,0,5,90
2024-06-30,SKU084,246,0,5,90
2024-07-07,SKU084,157,0,5,90
2024-07-14,SKU084,375,0,5,90
2024-07-21,SKU084,275,0,5,90
2024-07-28,SKU084,184,0,5,90
2024-08-04,SKU084,104,0,5,90
2024-08-11,SKU084,170,0,5,90
2024-08-18,SKU084,304,0,5,90
2024-08-25,SKU084,203,0,5,90
2024-09-01,SKU084,131,0,5,90
2024-09-08,SKU084,60,160,5,90
2024-09-15,SKU084,292,0,5,90
2024-09-22,SKU084,215,0,5,90
2024-09-29,SKU084,153,0,5,90
2024-10-06,SKU084,220,0,5,90
2024-10-13,SKU084,149,0,5,90
2024-10-20,SKU084,294,0,5,90
2024-10-27,SKU084,159,0,5,90
2024-11-03,SKU084,259,0,5,90
2024-11-10,SKU084,164,0,5,90
2024-11-17,SKU084,89,203,5,90
2024-11-24,SKU084,0,158,5,90
2024-12-01,SKU084,0,205,5,90
2024-12-08,SKU084,0,278,5,90
2024-12-15,SKU084,173,0,5,90
2024-12-22,SKU084,95,0,5,90
2024-12-29,SKU084,324,0,5,90
2025-01-05,SKU084,244,0,5,90
2025-01-12,SKU084,166,0,5,90
2025-01-19,SKU084,100,0,5,90
2025-01-26,SKU084,9,245,5,90
2025-02-02,SKU084,254,0,5,90
2025-02-09,SKU084,178,0,5,90
2025-02-16,SKU084,106,0,5,90
2025-02-23,SKU084,28,232,5,90
2025-03-02,SKU084,0,276,5,90
2025-03-09,SKU084,0,250,5,90
2025-03-16,SKU084,0,214,5,90
2025-03-23,SKU084,264,0,5,90
2025-03-30,SKU084,186,0,5,90
2025-04-06,SKU084,252,0,5,90
2025-04-13,SKU084,174,0,5,90
2025-04-20,SKU084,258,0,5,90
2025-04-27,SKU084,172,0,5,90
2025-05-04,SKU084,77,260,5,90
2025-05-11,SKU084,185,0,5,90
2025-05-18,SKU084,400,0,5,90
2025-05-25,SKU084,321,0,5,90
2025-06-01,SKU084,239,0,5,90
2025-06-08,SKU084,157,0,5,90
2025-06-15,SKU084,313,0,5,90
2025-06-22,SKU084,233,0,5,90
2025-06-29,SKU084,155,0,5,90
2025-07-06,SKU084,311,0,5,90
2025-07-13,SKU084,241,0,5,90
2025-07-20,SKU084,168,0,5,90
2025-07-27,SKU084,262,0,5,90
2025-08-03,SKU084,188,0,5,90
2025-08-10,SKU084,123,0,5,90
2025-08-17,SKU084,0,352,5,90
2025-08-24,SKU084,177,0,5,90
2025-08-31,SKU084,104,0,5,90
2025-09-07,SKU084,231,0,5,90
2025-09-14,SKU084,153,0,5,90
2025-09-21,SKU084,64,231,5,90
2025-09-28,SKU084,249,0,5,90
2025-10-05,SKU084,123,0,5,90
2025-10-12,SKU084,161,0,5,90
2025-10-19,SKU084,80,156,5,90
2025-10-26,SKU084,0,254,5,90
2025-11-02,SKU084,0,315,5,90
2025-11-09,SKU084,0,165,5,90
2025-11-16,SKU084,302,0,5,90
2025-11-23,SKU084,190,0,5,90
2025-11-30,SKU084,63,323,5,90
2025-12-07,SKU084,180,0,5,90
2025-12-14,SKU084,324,0,5,90
2025-12-21,SKU084,208,0,5,90
2025-12-28,SKU084,322,0,5,90
2024-01-07,SKU085,170,0,11,70
2024-01-14,SKU085,135,0,11,70
2024-01-21,SKU085,93,0,11,70
2024-01-28,SKU085,107,0,11,70
2024-02-04,SKU085,71,0,11,70
2024-02-11,SKU085,34,137,11,70
2024-02-18,SKU085,86,0,11,70
2024-02-25,SKU085,47,104,11,70
2024-03-03,SKU085,5,90,11,70
2024-03-10,SKU085,73,0,11,70
2024-03-17,SKU085,128,0,11,70
2024-03-24,SKU085,96,0,11,70
2024-03-31,SKU085,159,0,11,70
2024-04-07,SKU085,127,0,11,70
2024-04-14,SKU085,95,0,11,70
2024-04-21,SKU085,57,102,11,70
2024-04-28,SKU085,17,80,11,70
2024-05-05,SKU085,57,0,11,70
2024-05-12,SKU085,151,0,11,70
2024-05-19,SKU085,117,0,11,70
2024-05-26,SKU085,77,0,11,70
2024-06-02,SKU085,103,0,11,70
2024-06-09,SKU085,165,0,11,70
2024-06-16,SKU085,134,0,11,70
2024-06-23,SKU085,92,0,11,70
2024-06-30,SKU085,49,140,11,70
2024-07-07,SKU085,113,0,11,70
2024-07-14,SKU085,81,0,11,70
2024-07-21,SKU085,39,75,11,70
2024-07-28,SKU085,120,0,11,70
2024-08-04,SKU085,84,0,11,70
2024-08-11,SKU085,101,0,11,70
2024-08-18,SKU085,190,0,11,70
2024-08-25,SKU085,152,0,11,70
2024-09-01,SKU085,120,0,11,70
2024-09-08,SKU085,87,0,11,70
2024-09-15,SKU085,162,0,11,70
2024-09-22,SKU085,140,0,11,70
2024-09-29,SKU085,113,0,11,70
2024-10-06,SKU085,83,0,11,70
2024-10-13,SKU085,53,58,11,70
2024-10-20,SKU085,140,0,11,70
2024-10-27,SKU085,95,0,11,70
2024-11-03,SKU085,166,0,11,70
2024-11-10,SKU085,133,0,11,70
2024-11-17,SKU085,97,0,11,70
2024-11-24,SKU085,186,0,11,70
2024-12-01,SKU085,127,0,11,70
2024-12-08,SKU085,78,0,11,70
2024-12-15,SKU085,134,0,11,70
2024-12-22,SKU085,105,0,11,70
2024-12-29,SKU085,69,104,11,70
2025-01-05,SKU085,97,0,11,70
2025-01-12,SKU085,66,127,11,70
2025-01-19,SKU085,156,0,11,70
2025-01-26,SKU085,129,0,11,70
2025-02-02,SKU085,98,0,11,70
2025-02-09,SKU085,75,0,11,70
2025-02-16,SKU085,113,0,11,70
2025-02-23,SKU085,82,0,11,70
2025-03-02,SKU085,48,88,11,70
2025-03-09,SKU085,20,97,11,70
2025-03-16,SKU085,113,0,11,70
2025-03-23,SKU085,76,0,11,70
2025-03-30,SKU085,173,0,11,70
2025-04-06,SKU085,144,0,11,70
2025-04-13,SKU085,108,0,11,70
2025-04-20,SKU085,151,0,11,70
2025-04-27,SKU085,123,0,11,70
2025-05-04,SKU085,94,0,11,70
2025-05-11,SKU085,139,0,11,70
2025-05-18,SKU085,110,0,11,70
2025-05-25,SKU085,81,0,11,70
2025-06-01,SKU085,47,59,11,70
2025-06-08,SKU085,124,0,11,70
2025-06-15,SKU085,77,0,11,70
2025-06-22,SKU085,78,0,11,70
2025-06-29,SKU085,150,0,11,70
2025-07-06,SKU085,124,0,11,70
2025-07-13,SKU085,97,0,11,70
2025-07-20,SKU085,67,89,11,70
2025-07-27,SKU085,124,0,11,70
2025-08-03,SKU085,93,0,11,70
2025-08-10,SKU085,44,85,11,70
2025-08-17,SKU085,75,0,11,70
2025-08-24,SKU085,39,117,11,70
2025-08-31,SKU085,0,109,11,70
2025-09-07,SKU085,72,0,11,70
2025-09-14,SKU085,44,77,11,70
2025-09-21,SKU085,126,0,11,70
2025-09-28,SKU085,98,0,11,70
2025-10-05,SKU085,176,0,11,70
2025-10-12,SKU085,131,0,11,70
2025-10-19,SKU085,89,0,11,70
2025-10-26,SKU085,100,0,11,70
2025-11-02,SKU085,44,72,11,70
2025-11-09,SKU085,96,0,11,70
2025-11-16,SKU085,132,0,11,70
2025-11-23,SKU085,84,0,11,70
2025-11-30,SKU085,96,0,11,70
2025-12-07,SKU085,140,0,11,70
2025-12-14,SKU085,108,0,11,70
2025-12-21,SKU085,157,0,11,70
2025-12-28,SKU085,105,0,11,70
2024-01-07,SKU086,322,0,8,167
2024-01-14,SKU086,219,0,8,167
2024-01-21,SKU086,481,0,8,167
2024-01-28,SKU086,391,0,8,167
2024-02-04,SKU086,290,0,8,167
2024-02-11,SKU086,184,0,8,167
2024-02-18,SKU086,395,0,8,167
2024-02-25,SKU086,305,0,8,167
2024-03-03,SKU086,190,0,8,167
2024-03-10,SKU086,95,362,8,167
2024-03-17,SKU086,356,0,8,167
2024-03-24,SKU086,257,0,8,167
2024-03-31,SKU086,345,0,8,167
2024-04-07,SKU086,232,0,8,167
2024-04-14,SKU086,138,393,8,167
2024-04-21,SKU086,292,0,8,167
2024-04-28,SKU086,176,0,8,167
2024-05-05,SKU086,234,0,8,167
2024-05-12,SKU086,350,0,8,167
2024-05-19,SKU086,240,0,8,167
2024-05-26,SKU086,367,0,8,167
2024-06-02,SKU086,247,0,8,167
2024-06-09,SKU086,324,0,8,167
2024-06-16,SKU086,221,0,8,167
2024-06-23,SKU086,119,187,8,167
2024-06-30,SKU086,1,362,8,167
2024-07-07,SKU086,0,301,8,167
2024-07-14,SKU086,268,0,8,167
2024-07-21,SKU086,430,0,8,167
2024-07-28,SKU086,312,0,8,167
2024-08-04,SKU086,206,0,8,167
2024-08-11,SKU086,91,224,8,167
2024-08-18,SKU086,214,0,8,167
2024-08-25,SKU086,116,254,8,167
2024-09-01,SKU086,4,204,8,167
2024-09-08,SKU086,0,312,8,167
2024-09-15,SKU086,229,0,8,167
2024-09-22,SKU086,121,285,8,167
2024-09-29,SKU086,309,0,8,167
2024-10-06,SKU086,214,0,8,167
2024-10-13,SKU086,275,0,8,167
2024-10-20,SKU086,176,0,8,167
2024-10-27,SKU086,225,0,8,167
2024-11-03,SKU086,357,0,8,167
2024-11-10,SKU086,236,0,8,167
2024-11-17,SKU086,138,360,8,167
2024-11-24,SKU086,28,168,8,167
2024-12-01,SKU086,0,185,8,167
2024-12-08,SKU086,0,280,8,167
2024-12-15,SKU086,0,327,8,167
2024-12-22,SKU086,0,262,8,167
2024-12-29,SKU086,0,269,8,167
2025-01-05,SKU086,0,318,8,167
2025-01-12,SKU086,295,0,8,167
2025-01-19,SKU086,203,0,8,167
2025-01-26,SKU086,107,274,8,167
2025-02-02,SKU086,315,0,8,167
2025-02-09,SKU086,230,0,8,167
2025-02-16,SKU086,397,0,8,167
2025-02-23,SKU086,305,0,8,167
2025-03-02,SKU086,217,0,8,167
2025-03-09,SKU086,385,0,8,167
2025-03-16,SKU086,277,0,8,167
2025-03-23,SKU086,134,340,8,167
2025-03-30,SKU086,371,0,8,167
2025-04-06,SKU086,287,0,8,167
2025-04-13,SKU086,188,0,8,167
2025-04-20,SKU086,91,344,8,167
2025-04-27,SKU086,0,207,8,167
2025-05-04,SKU086,302,0,8,167
2025-05-11,SKU086,216,0,8,167
2025-05-18,SKU086,291,0,8,167
2025-05-25,SKU086,195,0,8,167
2025-06-01,SKU086,89,221,8,167
2025-06-08,SKU086,221,0,8,167
2025-06-15,SKU086,113,331,8,167
2025-06-22,SKU086,323,0,8,167
2025-06-29,SKU086,235,0,8,167
2025-07-06,SKU086,407,0,8,167
2025-07-13,SKU086,315,0,8,167
2025-07-20,SKU086,215,0,8,167
2025-07-27,SKU086,475,0,8,167
2025-08-03,SKU086,401,0,8,167
2025-08-10,SKU086,307,0,8,167
2025-08-17,SKU086,152,382,8,167
2025-08-24,SKU086,293,0,8,167
2025-08-31,SKU086,230,0,8,167
2025-09-07,SKU086,416,0,8,167
2025-09-14,SKU086,309,0,8,167
2025-09-21,SKU086,227,0,8,167
2025-09-28,SKU086,128,251,8,167
2025-10-05,SKU086,270,0,8,167
2025-10-12,SKU086,173,0,8,167
2025-10-19,SKU086,249,0,8,167
2025-10-26,SKU086,359,0,8,167
2025-11-02,SKU086,178,0,8,167
2025-11-09,SKU086,46,382,8,167
2025-11-16,SKU086,264,0,8,167
2025-11-23,SKU086,426,0,8,167
2025-11-30,SKU086,232,0,8,167
2025-12-07,SKU086,98,279,8,167
2025-12-14,SKU086,192,0,8,167
2025-12-21,SKU086,91,212,8,167
2025-12-28,SKU086,225,0,8,167
2024-01-07,SKU087,361,0,6,107
2024-01-14,SKU087,246,0,6,107
2024-01-21,SKU087,156,0,6,107
2024-01-28,SKU087,40,261,6,107
2024-02-04,SKU087,347,0,6,107
2024-02-11,SKU087,257,0,6,107
2024-02-18,SKU087,142,0,6,107
2024-02-25,SKU087,368,0,6,107
2024-03-03,SKU087,279,0,6,107
2024-03-10,SKU087,162,0,6,107
2024-03-17,SKU087,422,0,6,107
2024-03-24,SKU087,311,0,6,107
2024-03-31,SKU087,191,0,6,107
2024-04-07,SKU087,70,234,6,107
2024-04-14,SKU087,387,0,6,107
2024-04-21,SKU087,288,0,6,107
2024-04-28,SKU087,199,0,6,107
2024-05-05,SKU087,330,0,6,107
2024-05-12,SKU087,241,0,6,107
2024-05-19,SKU087,152,0,6,107
2024-05-26,SKU087,137,0,6,107
2024-06-02,SKU087,269,0,6,107
2024-06-09,SKU087,179,0,6,107
2024-06-16,SKU087,399,0,6,107
2024-06-23,SKU087,274,0,6,107
2024-06-30,SKU087,194,0,6,107
2024-07-07,SKU087,120,0,6,107
2024-07-14,SKU087,53,224,6,107
2024-07-21,SKU087,174,0,6,107
2024-07-28,SKU087,442,0,6,107
2024-08-04,SKU087,369,0,6,107
2024-08-11,SKU087,280,0,6,107
2024-08-18,SKU087,135,0,6,107
2024-08-25,SKU087,319,0,6,107
2024-09-01,SKU087,244,0,6,107
2024-09-08,SKU087,161,0,6,107
2024-09-15,SKU087,71,216,6,107
2024-09-22,SKU087,270,0,6,107
2024-09-29,SKU087,196,0,6,107
2024-10-06,SKU087,323,0,6,107
2024-10-13,SKU087,221,0,6,107
2024-10-20,SKU087,116,0,6,107
2024-10-27,SKU087,218,0,6,107
2024-11-03,SKU087,66,275,6,107
2024-11-10,SKU087,183,0,6,107
2024-11-17,SKU087,76,354,6,107
2024-11-24,SKU087,284,0,6,107
2024-12-01,SKU087,117,0,6,107
2024-12-08,SKU087,0,160,6,107
2024-12-15,SKU087,0,256,6,107
2024-12-22,SKU087,315,0,6,107
2024-12-29,SKU087,214,0,6,107
2025-01-05,SKU087,110,0,6,107
2025-01-12,SKU087,318,0,6,107
2025-01-19,SKU087,251,0,6,107
2025-01-26,SKU087,155,0,6,107
2025-02-02,SKU087,320,0,6,107
2025-02-09,SKU087,234,0,6,107
2025-02-16,SKU087,156,0,6,107
2025-02-23,SKU087,81,173,6,107
2025-03-02,SKU087,11,159,6,107
2025-03-09,SKU087,0,265,6,107
2025-03-16,SKU087,0,313,6,107
2025-03-23,SKU087,282,0,6,107
2025-03-30,SKU087,163,0,6,107
2025-04-06,SKU087,79,292,6,107
2025-04-13,SKU087,0,265,6,107
2025-04-20,SKU087,279,0,6,107
2025-04-27,SKU087,176,0,6,107
2025-05-04,SKU087,64,346,6,107
2025-05-11,SKU087,0,166,6,107
2025-05-18,SKU087,394,0,6,107
2025-05-25,SKU087,303,0,6,107
2025-06-01,SKU087,209,0,6,107
2025-06-08,SKU087,121,0,6,107
2025-06-15,SKU087,390,0,6,107
2025-06-22,SKU087,265,0,6,107
2025-06-29,SKU087,179,0,6,107
2025-07-06,SKU087,273,0,6,107
2025-07-13,SKU087,185,0,6,107
2025-07-20,SKU087,98,286,6,107
2025-07-27,SKU087,391,0,6,107
2025-08-03,SKU087,312,0,6,107
2025-08-10,SKU087,224,0,6,107
2025-08-17,SKU087,77,180,6,107
2025-08-24,SKU087,0,158,6,107
2025-08-31,SKU087,225,0,6,107
2025-09-07,SKU087,138,0,6,107
2025-09-14,SKU087,331,0,6,107
2025-09-21,SKU087,247,0,6,107
2025-09-28,SKU087,169,0,6,107
2025-10-05,SKU087,36,380,6,107
2025-10-12,SKU087,250,0,6,107
2025-10-19,SKU087,150,0,6,107
2025-10-26,SKU087,380,0,6,107
2025-11-02,SKU087,232,0,6,107
2025-11-09,SKU087,104,298,6,107
2025-11-16,SKU087,209,0,6,107
2025-11-23,SKU087,254,0,6,107
2025-11-30,SKU087,121,0,6,107
2025-12-07,SKU087,378,0,6,107
2025-12-14,SKU087,249,0,6,107
2025-12-21,SKU087,110,0,6,107
2025-12-28,SKU087,283,0,6,107
2024-01-07,SKU088,216,0,12,212
2024-01-14,SKU088,374,0,12,212
2024-01-21,SKU088,305,0,12,212
2024-01-28,SKU088,245,0,12,212
2024-02-04,SKU088,476,0,12,212
2024-02-11,SKU088,417,0,12,212
2024-02-18,SKU088,335,0,12,212
2024-02-25,SKU088,258,0,12,212
2024-03-03,SKU088,365,0,12,212
2024-03-10,SKU088,276,0,12,212
2024-03-17,SKU088,438,0,12,212
2024-03-24,SKU088,280,0,12,212
2024-03-31,SKU088,205,300,12,212
2024-04-07,SKU088,467,0,12,212
2024-04-14,SKU088,385,0,12,212
2024-04-21,SKU088,291,0,12,212
2024-04-28,SKU088,203,187,12,212
2024-05-05,SKU088,133,345,12,212
2024-05-12,SKU088,52,254,12,212
2024-05-19,SKU088,0,313,12,212
2024-05-26,SKU088,156,0,12,212
2024-06-02,SKU088,354,0,12,212
2024-06-09,SKU088,284,0,12,212
2024-06-16,SKU088,480,0,12,212
2024-06-23,SKU088,377,0,12,212
2024-06-30,SKU088,307,0,12,212
2024-07-07,SKU088,243,0,12,212
2024-07-14,SKU088,173,185,12,212
2024-07-21,SKU088,298,0,12,212
2024-07-28,SKU088,215,0,12,212
2024-08-04,SKU088,377,0,12,212
2024-08-11,SKU088,286,0,12,212
2024-08-18,SKU088,170,320,12,212
2024-08-25,SKU088,414,0,12,212
2024-09-01,SKU088,332,0,12,212
2024-09-08,SKU088,253,0,12,212
2024-09-15,SKU088,537,0,12,212
2024-09-22,SKU088,458,0,12,212
2024-09-29,SKU088,373,0,12,212
2024-10-06,SKU088,257,0,12,212
2024-10-13,SKU088,314,0,12,212
2024-10-20,SKU088,210,163,12,212
2024-10-27,SKU088,213,0,12,212
2024-11-03,SKU088,80,233,12,212
2024-11-10,SKU088,176,0,12,212
2024-11-17,SKU088,382,0,12,212
2024-11-24,SKU088,262,0,12,212
2024-12-01,SKU088,129,256,12,212
2024-12-08,SKU088,191,0,12,212
2024-12-15,SKU088,255,0,12,212
2024-12-22,SKU088,460,0,12,212
2024-12-29,SKU088,332,0,12,212
2025-01-05,SKU088,226,0,12,212
2025-01-12,SKU088,148,236,12,212
2025-01-19,SKU088,66,240,12,212
2025-01-26,SKU088,365,0,12,212
2025-02-02,SKU088,293,0,12,212
2025-02-09,SKU088,529,0,12,212
2025-02-16,SKU088,442,0,12,212
2025-02-23,SKU088,365,0,12,212
2025-03-02,SKU088,278,0,12,212
2025-03-09,SKU088,197,321,12,212
2025-03-16,SKU088,81,184,12,212
2025-03-23,SKU088,0,292,12,212
2025-03-30,SKU088,317,0,12,212
2025-04-06,SKU088,209,231,12,212
2025-04-13,SKU088,424,0,12,212
2025-04-20,SKU088,340,0,12,212
2025-04-27,SKU088,234,0,12,212
2025-05-04,SKU088,144,175,12,212
2025-05-11,SKU088,351,0,12,212
2025-05-18,SKU088,250,0,12,212
2025-05-25,SKU088,413,0,12,212
2025-06-01,SKU088,322,0,12,212
2025-06-08,SKU088,231,0,12,212
2025-06-15,SKU088,333,0,12,212
2025-06-22,SKU088,214,0,12,212
2025-06-29,SKU088,135,367,12,212
2025-07-06,SKU088,398,0,12,212
2025-07-13,SKU088,328,0,12,212
2025-07-20,SKU088,239,0,12,212
2025-07-27,SKU088,400,0,12,212
2025-08-03,SKU088,312,0,12,212
2025-08-10,SKU088,219,0,12,212
2025-08-17,SKU088,68,189,12,212
2025-08-24,SKU088,0,255,12,212
2025-08-31,SKU088,0,240,12,212
2025-09-07,SKU088,0,152,12,212
2025-09-14,SKU088,0,281,12,212
2025-09-21,SKU088,344,0,12,212
2025-09-28,SKU088,261,0,12,212
2025-10-05,SKU088,161,264,12,212
2025-10-12,SKU088,406,0,12,212
2025-10-19,SKU088,288,0,12,212
2025-10-26,SKU088,510,0,12,212
2025-11-02,SKU088,340,0,12,212
2025-11-09,SKU088,218,0,12,212
2025-11-16,SKU088,101,167,12,212
2025-11-23,SKU088,304,0,12,212
2025-11-30,SKU088,290,0,12,212
2025-12-07,SKU088,163,257,12,212
2025-12-14,SKU088,214,0,12,212
2025-12-21,SKU088,362,0,12,212
2025-12-28,SKU088,251,0,12,212
2024-01-07,SKU089,151,0,6,113
2024-01-14,SKU089,55,245,6,113
2024-01-21,SKU089,349,0,6,113
2024-01-28,SKU089,237,0,6,113
2024-02-04,SKU089,150,0,6,113
2024-02-11,SKU089,51,197,6,113
2024-02-18,SKU089,248,0,6,113
2024-02-25,SKU089,164,0,6,113
2024-03-03,SKU089,215,0,6,113
2024-03-10,SKU089,449,0,6,113
2024-03-17,SKU089,348,0,6,113
2024-03-24,SKU089,255,0,6,113
2024-03-31,SKU089,143,0,6,113
2024-04-07,SKU089,296,0,6,113
2024-04-14,SKU089,209,0,6,113
2024-04-21,SKU089,272,0,6,113
2024-04-28,SKU089,181,0,6,113
2024-05-05,SKU089,425,0,6,113
2024-05-12,SKU089,316,0,6,113
2024-05-19,SKU089,220,0,6,113
